P2-K108,CONNECTION 9 OPEN NORMAL,,Y033
U5E1F,STOP POS.32 PRESENCE MEMORY AGV MODE CONDITION,,
U5E52,STOP POS.19 RUNNING  MEMORY AGV MODE CONDITION,,
U5E5E,STOP POS.31 RUNNING  MEMORY AGV MODE CONDITION,,
U5F8E,STOP POS.15 RUNNING AGV SECTION No.,,
U5F93,STOP POS.20 RUNNING AGV SECTION No.,,
U5FC4,STOP POS.5 RUNNING AGV PROCESSNo.,,
U5FCE,STOP POS.15 RUNNING AGV PROCESSNo.,,
U5FD3,STOP POS.20 RUNNING AGV PROCESSNo.,,
U5FDF,STOP POS.32 RUNNING AGV PROCESSNo.,,
U175C,STOP POS.2 TRANSFER CAR TYPE,,
U181C,STOP POS.14 TRANSFER CAR TYPE,,
U1851,STOP POS.18 AGV No,,
U1861,STOP POS.19 AGV No,,
U1885,STOP POS.21 PROCESSNo.,,
U1896,STOP POS.22 WAITAREA ENTER CONDITION,,
U18E6,STOP POS.27 WAITAREA ENTER CONDITION,,
U1913,STOP POS.30 TRANSFER CAR TYPE,,
U1923,STOP POS.31 TRANSFER CAR TYPE,,
U192B,STOP POS.31 RUNNING ROUTE,,
U2472,12ST CYCLE TIME,,
U2600,NODE 17 ANDON INFORMATION,,
U2C80,NODE 2 PROCESS INFORMATION,,
U3200,NODE 24 PROCESS INFORMATION,,
U350C,ADDRESS INPUT EXTENSION13,,
U3514,ADDRESS INPUT EXTENSION21,,
U3521,ADDRESS INPUT TEN-KEY2,,
U3536,ADDRESS INPUT TEN-KEY23,,
U353E,ADDRESS INPUT TEN-KEY31,,
U3545,ADDRESS INPUT INDIRECT ADDRESS6,,
U3551,ADDRESS INPUT INDIRECT ADDRESS18,,
U3562,ADDRESS INPUT BIT BIT POSITION3,,
U3590,ROBOT SETTING 1(H:SPECIFICATION L:R/L) ,,
U35A5,ROBOT SETTING 22(H:SPECIFICATION L:R/L),,
U35B0,ROBOT SETTING 33(H:SPECIFICATION L:R/L),,
U35BE,ROBOT SETTING 47(H:SPECIFICATION L:R/L),,
U35D4,ADDRESS INPUT INDIRECT ADDRESS5,,
U35F1,ADDRESS INPUT INDIRECT ADDRESS34,,
U35FF,ADDRESS INPUT INDIRECT ADDRESS48,,
U3600,ADDRESS INPUT INDIRECT ADDRESS49,,
U360E,ADDRESS INPUT INDIRECT ADDRESS63,,
U3612,ADDRESS INPUT BIT BIT POSITION3,,
U361C,ADDRESS INPUT BIT BIT POSITION13,,
U362D,ADDRESS INPUT BIT BIT POSITION30,,
U3633,ADDRESS INPUT BIT BIT POSITION36,,
U3647,ADDRESS INPUT BIT BIT POSITION56,,
U4089,STOP POS.10ÅÀAGV No. DATA TRANSFER,,
U4092,STOP POS.19ÅÀAGV No. DATA TRANSFER,,
U409E,STOP POS.31ÅÀAGV No. DATA TRANSFER,,
U40AD,STOP POS.14ÅÀ PROCESSNo. DATA TRANSFER,,
U40C1,STOP POS.2ÅÀ SECTION No. DATA TRANSFER,,
U40CD,STOP POS.14ÅÀ SECTION No. DATA TRANSFER,,
U4109,STOP POS.1 CHG SETTING SEARCH AGREEMENT No.,,
U4138,STOP POS.4 CHG SETTING SEARCHÅ@DATA,,
U4150,STOP POS.6 START I/L(ADSENCE),,
U4177,STOP POS.8 LEAVING PROCESS SETTING SEARCH AGREEMENT No.,,
U41C9,STOP POS.13 CHG SETTING SEARCH AGREEMENT No.,,
U41E8,STOP POS.15 CHG SETTING SEARCHÅ@DATA,,
U41F4,STOP POS.16 ENTER PROCESS SETTING SEARCHÅ@DATA,,
U4204,STOP POS.17 ENTER PROCESS SETTING SEARCHÅ@DATA,,
U4238,STOP POS.20 CHG SETTING SEARCHÅ@DATA,,
U4259,STOP POS.22 CHG SETTING SEARCH AGREEMENT No.,,
U4269,STOP POS.23 CHG SETTING SEARCH AGREEMENT No.,,
U4286,STOP POS.25 LEAVING PROCESS SETTING SEARCHÅ@DATA,,
U4290,STOP POS.26 START I/L(ADSENCE),,
U42B5,STOP POS.28 ENTER PROCESS SETTING SEARCH AGREEMENT No.,,
U42C9,STOP POS.29 CHG SETTING SEARCH AGREEMENT No.,,
U42E2,STOP POS.31 START I/L(NO RUNNING),,
U42F8,STOP POS.32 CHG SETTING SEARCHÅ@DATA,,
U4403,STOP POS.4 ADDLESS JAMP No.,,
U4413,STOP POS.20 ADDLESS JAMP No.,,
U441D,STOP POS.30 ADDLESS JAMP No.,,
U484E,STOP POS.8 START I/L(PRESENCE) SETTING,,
U486E,STOP POS.24 START I/L(PRESENCE) SETTING,,
U48A6,STOP POS.20 START I/L(RUNNING ) SETTING,,
U4C0E,PROCESS I/L-15 PROCESS ENTER SETTING STOP POS. -1,,
U4D0E,STOP POS. 7 PROCESS ENTER RUNNING,,
U4D26,STOP POS. 19 PROCESS ENTER RUNNING,,
U4D38,STOP POS. 28 PROCESS ENTER RUNNING,,
U5002,AGV1 CURRENT ADDLESSNo,,
U500C,AGV1 TRANSFER CAR TYPE,,
U5010,AGV2 RUNNING ROUTE/FAULT CODE,,
U501E,AGV2 SPARE,,
U5022,AGV3 CURRENT ADDLESSNo,,
U5084,AGV9 PRODUCTION INSTRUCTION,,
U5094,AGV10 PRODUCTION INSTRUCTION,,
U50B0,AGV12 RUNNING ROUTE/FAULT CODE,,
U50DE,AGV14 SPARE,,
U50F1,AGV16 AGV No,,
U5106,AGV17 WAITAREA ENTER CONDITION,,
U510E,AGV17 SPARE,,
U5111,AGV18 AGV No,,
U5121,AGV19 AGV No,,
U5135,AGV20 PROCESSNo.,,
U5152,AGV22 CURRENT ADDLESSNo,,
U5162,AGV23 CURRENT ADDLESSNo,,
U5170,AGV24 RUNNING ROUTE/FAULT CODE,,
U519B,AGV26 RUNNING ROUTE,,
U51A4,AGV27 PRODUCTION INSTRUCTION,,
U51AE,AGV27 SPARE,,
U51B5,AGV28 PROCESSNo.,,
U51BB,AGV28 RUNNING ROUTE,,
U51C1,AGV29 AGV No,,
U51CB,AGV29 RUNNING ROUTE,,
U51D1,AGV30 AGV No,,
U5218,AGV2 ADDLESS*16,,
U5224,AGV3 ADDLESS*8,,
U52E0,AGV15CURRENT ADDLESS-1,,
U5318,AGV18 ADDLESS*16,,
U5324,AGV19 ADDLESS*8,,
U53C4,AGV29 ADDLESS*8,,
U5408,STOP POS.9 PRESENCEAGV No.,,
U540E,STOP POS.15 PRESENCEAGV No.,,
U5484,STOP POS.5 AGV SECTION  ADDLESS,,
U5497,STOP POS.24 AGV SECTION  ADDLESS,,
U549F,STOP POS.32 AGV SECTION  ADDLESS,,
U54C0,STOP POS.1 RUNNING AGVCURRENT RUNNING AREA,,
U54DE,STOP POS.31 RUNNING AGVCURRENT RUNNING AREA,,
U5504,STOP POS.1 RUNNING AGV No. -1H,,
U5512,STOP POS.2 PRESENCEAGV No. *10H,,
U5520,STOP POS.3 PRESENCEAGV No. -1H,,
U55A2,STOP POS.11 PRESENCEAGV No. *10H,,
U55B0,STOP POS.12 PRESENCEAGV No. -1H,,
U55C2,STOP POS.13 PRESENCEAGV No. *10H,,
U5642,STOP POS.21 PRESENCEAGV No. *10H,,
U564A,STOP POS.21 ëñçsAGV No. *10H,,
U5662,STOP POS.23 PRESENCEAGV No. *10H,,
U5670,STOP POS.24 PRESENCEAGV No. -1H,,
U5688,STOP POS.25 PRESENCE AGV No. *8H,,
U569A,STOP POS.26 ëñçsAGV No. *10H,,
U56B4,STOP POS.28 ëñçsAGV No. -1H,,
U56D4,STOP POS.30 ëñçsAGV No. -1H,,
U56E2,STOP POS.31 PRESENCEAGV No. *10H,,
U5726,STOP POS.12 STOP AGV No. BIT DEVELOPMENT,,
U5738,STOP POS.21 STOP AGV No. BIT DEVELOPMENT,,
U5742,STOP POS.26 STOP AGV No. BIT DEVELOPMENT,,
U574A,STOP POS.30 STOP AGV No. BIT DEVELOPMENT,,
U5750,STOP POS.1 STOP AGV FAULT DISTINCTION,,
U57B6,STOP POS.20 STOP AGV ALARM DISTINCTION,,
U5838,STOP POS.8 TRANSFER CAR TYPE INFORMATION(READING),,
U5890,STOP POS.19 TRANSFER CAR TYPE INFORMATION(READING),,
U58B8,STOP POS.24 TRANSFER CAR TYPE INFORMATION(READING),,
U5960,STOP POS.13 TRANSFER CAR TYPE INFORMATION(WRITE),,
U59E0,STOP POS.29 TRANSFER CAR TYPE INFORMATION(WRITE),,
U5A0E,STOP POS.15 BUFFER NUMBER COUNT,,
U5A13,STOP POS.20 BUFFER NUMBER COUNT,,
U5A8C, PROCESSI/L13 SETTING INFORMATION,,
U5AA1, PROCESSI/L2 STOP POSITION No.,,
U5AAD, PROCESSI/L14 STOP POSITION No.,,
U5ACD,STOP POS.14 PROCESSENTER SETTING EXISTENCE DATE,,
U5AD4,STOP POS.21 PROCESSENTER SETTING EXISTENCE DATE,,
U5AE2,STOP POS.3 PROCESSLEAVING SETTING EXISTENCE DATE,,
U5AEE,STOP POS.15 PROCESSLEAVING SETTING EXISTENCE DATE,,
U5B00,CHG1 USE/NO USE SETTING,,
U5C04,STOP POS.5 STOP AGV CONDITION INDICATION,,
U5C0C,STOP POS.13 STOP AGV CONDITION INDICATION,,
U5C34,STOP POS.21ÅÀ  RUNNING AGV CONDITION INDICATION,,
U5C58,AGV25 RUNNING ROUTE INDICATION,,
U5C80,AGV1 FAULT CODE INDICATION,,
U5C92,AGV19 FAULT CODE INDICATION,,
U5C9C,AGV29 FAULT CODE INDICATION,,
U5CDD,STOP POS.30 BUFFER NUMBER SETTING,,
U5D2A,STOP POS.14 RUNNING AGV No. BIT DEVELOPMENT,,
U5D34,STOP POS.19 RUNNING AGV No. BIT DEVELOPMENT,,
U5D3C,STOP POS.23 RUNNING AGV No. BIT DEVELOPMENT,,
U5D4A,STOP POS.30 RUNNING AGV No. BIT DEVELOPMENT,,
U5D56,STOP POS.4 RUNNING AGV FAULT DISTINCTION,,
U5D9E,STOP POS.8 RUNNING AGVALARM DISTINCTION,,
U5DC8,STOP POS.29 RUNNING AGVALARM DISTINCTION,,
U5E14,STOP POS.21 PRESENCE MEMORY AGV MODE CONDITION,,
U5E1E,STOP POS.31 PRESENCE MEMORY AGV MODE CONDITION,,
U5E51,STOP POS.18 RUNNING  MEMORY AGV MODE CONDITION,,
U5E5D,STOP POS.30 RUNNING  MEMORY AGV MODE CONDITION,,
U5E80,AGV START NG(DISPLAY),,
U5F8D,STOP POS.14 RUNNING AGV SECTION No.,,
U5FC5,STOP POS.6 RUNNING AGV PROCESSNo.,,
U5FD2,STOP POS.19 RUNNING AGV PROCESSNo.,,
U5FDE,STOP POS.31 RUNNING AGV PROCESSNo.,,
U174B,STOP POS.1 RUNNING ROUTE,,
U1755,STOP POS.2 PROCESSNo.,,
U175B,STOP POS.2 RUNNING ROUTE,,
U17B5,STOP POS.8 PROCESSNo.,,
U17C1,STOP POS.9 AGV No,,
U1823,STOP POS.15 TRANSFER CAR TYPE,,
U186C,STOP POS.19 TRANSFER CAR TYPE,,
U18C5,STOP POS.25 PROCESSNo.,,
U18CD,STOP POS.25 PRODUCTION INSTRUCTION,,
U18F6,STOP POS.28 WAITAREA ENTER CONDITION,,
U192C,STOP POS.31 TRANSFER CAR TYPE,,
U2290,NODE 6 ANDON INFORMATION,,
U2882,25ST CYCLE TIME,,
U2970,NODE 28 ANDON INFORMATION,,
U2A10,NODE 30 ANDON INFORMATION,,
U2AB0,NODE 32 ANDON INFORMATION,,
U2C15,MAIN CONTROL BOX STAION INFORMATION,,
U2E40,NODE 9 PROCESS INFORMATION,,
U3517,ADDRESS INPUT EXTENSION24,,
U3522,ADDRESS INPUT TEN-KEY3,,
U352A,ADDRESS INPUT TEN-KEY11,,
U3535,ADDRESS INPUT TEN-KEY22,,
U353D,ADDRESS INPUT TEN-KEY30,,
U3542,ADDRESS INPUT INDIRECT ADDRESS3,,
U3550,ADDRESS INPUT INDIRECT ADDRESS17,,
U3563,ADDRESS INPUT BIT BIT POSITION4,,
U3593,ROBOT SETTING 4(H:SPECIFICATION L:R/L),,
U35A4,ROBOT SETTING 21(H:SPECIFICATION L:R/L),,
U35AC,ROBOT SETTING 29(H:SPECIFICATION L:R/L),,
U35B1,ROBOT SETTING 34(H:SPECIFICATION L:R/L),,
U35BF,ROBOT SETTING 48(H:SPECIFICATION L:R/L),,
U35D5,ADDRESS INPUT INDIRECT ADDRESS6,,
U35E1,ADDRESS INPUT INDIRECT ADDRESS18,,
U35F2,ADDRESS INPUT INDIRECT ADDRESS35,,
U3603,ADDRESS INPUT INDIRECT ADDRESS52,,
U360D,ADDRESS INPUT INDIRECT ADDRESS62,,
U3613,ADDRESS INPUT BIT BIT POSITION4,,
U3634,ADDRESS INPUT BIT BIT POSITION37,,
U363A,ADDRESS INPUT BIT BIT POSITION43,,
U3646,ADDRESS INPUT BIT BIT POSITION55,,
U364E,ADDRESS INPUT BIT BIT POSITION63,,
U4095,STOP POS.22ÅÀAGV No. DATA TRANSFER,,
U409D,STOP POS.30ÅÀAGV No. DATA TRANSFER,,
U40BA,STOP POS.27ÅÀ PROCESSNo. DATA TRANSFER,,
U40C0,STOP POS.1ÅÀ SECTION No. DATA TRANSFER,,
U4108,STOP POS.1 CHG SETTING SEARCHÅ@DATA,,
U4125,STOP POS.3 ENTER PROCESS SETTING SEARCH AGREEMENT No.,,
U4139,STOP POS.4 CHG SETTING SEARCH AGREEMENT No.,,
U4174,STOP POS.8 ENTER PROCESS SETTING SEARCHÅ@DATA,,
U41E9,STOP POS.15 CHG SETTING SEARCH AGREEMENT No.,,
U41F7,STOP POS.16 LEAVING PROCESS SETTING SEARCH AGREEMENT No.,,
U4205,STOP POS.17 ENTER PROCESS SETTING SEARCH AGREEMENT No.,,
U4258,STOP POS.22 CHG SETTING SEARCHÅ@DATA,,
U4287,STOP POS.25 LEAVING PROCESS SETTING SEARCH AGREEMENT No.,,
U42A2,STOP POS.27 START I/L(NO RUNNING),,
U42C8,STOP POS.29 CHG SETTING SEARCHÅ@DATA,,
U42F9,STOP POS.32 CHG SETTING SEARCH AGREEMENT No.,,
U4400,STOP POS.1 ADDLESS JAMP No.,,
U4412,STOP POS.19 ADDLESS JAMP No.,,
U4850,STOP POS.9 START I/L(PRESENCE) SETTING,,
U485C,STOP POS.15 START I/L(PRESENCE) SETTING,,
U48BE,STOP POS.32 START I/L(RUNNING ) SETTING,,
U4C0D,PROCESS I/L-14 PROCESS ENTER SETTING STOP POS. -1,,
U4C94,PROCESS I/L-11 PROCESS ENTER RUNNING,,
U4D14,STOP POS. 10 PROCESS ENTER RUNNING,,
U5005,AGV1 PROCESSNo.,,
U500B,AGV1 RUNNING ROUTE,,
U5011,AGV2 AGV No,,
U501B,AGV2 RUNNING ROUTE,,
U5021,AGV3 AGV No,,
U5052,AGV6 CURRENT ADDLESSNo,,
U505E,AGV6 SPARE,,
U5062,AGV7 CURRENT ADDLESSNo,,
U5074,AGV8 PRODUCTION INSTRUCTION,,
U507E,AGV8 SPARE,,
U5095,AGV10 PROCESSNo.,,
U50CB,AGV13 RUNNING ROUTE,,
U50F0,AGV16 RUNNING ROUTE/FAULT CODE,,
U5110,AGV18 RUNNING ROUTE/FAULT CODE,,
U5134,AGV20 PRODUCTION INSTRUCTION,,
U5151,AGV22 AGV No,,
U51B2,AGV28 CURRENT ADDLESSNo,,
U51C0,AGV29 RUNNING ROUTE/FAULT CODE,,
U51CE,AGV29 SPARE,,
U51D2,AGV30 CURRENT ADDLESSNo,,
U5240,AGV5CURRENT ADDLESS-1,,
U52A4,AGV11 ADDLESS*8,,
U5370,AGV24CURRENT ADDLESS-1,,
U53D0,AGV30CURRENT ADDLESS-1,,
U540D,STOP POS.14 PRESENCEAGV No.,,
U544F,STOP POS.16 RUNNING AGV No.,,
U5487,STOP POS.8 AGV SECTION  ADDLESS,,
U548F,STOP POS.16 AGV SECTION  ADDLESS,,
U5494,STOP POS.21 AGV SECTION  ADDLESS,,
U54C1,STOP POS.2 RUNNING AGVCURRENT RUNNING AREA,,
U54D1,STOP POS.18 RUNNING AGVCURRENT RUNNING AREA,,
U54DD,STOP POS.30 RUNNING AGVCURRENT RUNNING AREA,,
U5540,STOP POS.5 PRESENCEAGV No. -1H,,
U5556,STOP POS.6 ëñçsAGV No. *8H,,
U556A,STOP POS.7 ëñçsAGV No. *10H,,
U55D8,STOP POS.14 PRESENCE AGV No. *8H,,
U55E6,STOP POS.15 ëñçsAGV No. *8H,,
U5602,STOP POS.17 PRESENCEAGV No. *10H,,
U5620,STOP POS.19 PRESENCEAGV No. -1H,,
U562A,STOP POS.19 ëñçsAGV No. *10H,,
U5632,STOP POS.20 PRESENCEAGV No. *10H,,
U5656,STOP POS.22 ëñçsAGV No. *8H,,
U56A2,STOP POS.27 PRESENCEAGV No. *10H,,
U56F0,STOP POS.32 PRESENCEAGV No. -1H,,
U5714,STOP POS.3 STOP AGV No. BIT DEVELOPMENT,,
U571A,STOP POS.6 STOP AGV No. BIT DEVELOPMENT,,
U573A,STOP POS.22 STOP AGV No. BIT DEVELOPMENT,,
U576C,STOP POS.15 STOP AGV FAULT DISTINCTION,,
U5782,STOP POS.26 STOP AGV FAULT DISTINCTION,,
U57A4,STOP POS.11 STOP AGV ALARM DISTINCTION,,
U57AC,STOP POS.15 STOP AGV ALARM DISTINCTION,,
U57C0,STOP POS.25 STOP AGV ALARM DISTINCTION,,
U5860,STOP POS.13 TRANSFER CAR TYPE INFORMATION(READING),,
U58E0,STOP POS.29 TRANSFER CAR TYPE INFORMATION(READING),,
U5908,STOP POS.2 TRANSFER CAR TYPE INFORMATION(WRITE),,
U5958,STOP POS.12 TRANSFER CAR TYPE INFORMATION(WRITE),,
U59D8,STOP POS.28 TRANSFER CAR TYPE INFORMATION(WRITE),,
U5A0F,STOP POS.16 BUFFER NUMBER COUNT,,
U5A12,STOP POS.19 BUFFER NUMBER COUNT,,
U5A88, PROCESSI/L9 SETTING INFORMATION,,
U5A8D, PROCESSI/L14 SETTING INFORMATION,,
U5AA0, PROCESSI/L1 STOP POSITION No.,,
U5AD5,STOP POS.22 PROCESSENTER SETTING EXISTENCE DATE,,
U5AE1,STOP POS.2 PROCESSLEAVING SETTING EXISTENCE DATE,,
U5AED,STOP POS.14 PROCESSLEAVING SETTING EXISTENCE DATE,,
U5B07,CHG8 USE/NO USE SETTING,,
U5C05,STOP POS.6 STOP AGV CONDITION INDICATION,,
U5C19,STOP POS.26 STOP AGV CONDITION INDICATION,,
U5C33,STOP POS.20ÅÀ  RUNNING AGV CONDITION INDICATION,,
U5C48,AGV9 RUNNING ROUTE INDICATION,,
U5C81,AGV2 FAULT CODE INDICATION,,
U5C8B,AGV12 FAULT CODE INDICATION,,
U5C9B,AGV28 FAULT CODE INDICATION,,
U5CC9,STOP POS.10 BUFFER NUMBER SETTING,,
U5CD6,STOP POS.23 BUFFER NUMBER SETTING,,
U5CDE,STOP POS.31 BUFFER NUMBER SETTING,,
U5D18,STOP POS.5 RUNNING AGV No. BIT DEVELOPMENT,,
U5D66,STOP POS.12 RUNNING AGV FAULT DISTINCTION,,
U5D70,STOP POS.17 RUNNING AGV FAULT DISTINCTION,,
U5D86,STOP POS.28 RUNNING AGV FAULT DISTINCTION,,
U5DA4,STOP POS.11 RUNNING AGVALARM DISTINCTION,,
U5DAE,STOP POS.16 RUNNING AGVALARM DISTINCTION,,
U5DB6,STOP POS.20 RUNNING AGVALARM DISTINCTION,,
U5E13,STOP POS.20 PRESENCE MEMORY AGV MODE CONDITION,,
U5E1D,STOP POS.30 PRESENCE MEMORY AGV MODE CONDITION,,
U5E4A,STOP POS.11 RUNNING  MEMORY AGV MODE CONDITION,,
U5E50,STOP POS.17 RUNNING  MEMORY AGV MODE CONDITION,,
U5F89,STOP POS.10 RUNNING AGV SECTION No.,,
U5F8C,STOP POS.13 RUNNING AGV SECTION No.,,
U5FD1,STOP POS.18 RUNNING AGV PROCESSNo.,,
U5FDD,STOP POS.30 RUNNING AGV PROCESSNo.,,
U174C,STOP POS.1 TRANSFER CAR TYPE,,
U1776,STOP POS.4 WAITAREA ENTER CONDITION,,
U1785,STOP POS.5 PROCESSNo.,,
U17A5,STOP POS.7 PROCESSNo.,,
U17B6,STOP POS.8 WAITAREA ENTER CONDITION,,
U17F1,STOP POS.12 AGV No,,
U1822,STOP POS.15 CURRENT ADDLESSNo,,
U186B,STOP POS.19 RUNNING ROUTE,,
U18C6,STOP POS.25 WAITAREA ENTER CONDITION,,
U18F5,STOP POS.28 PROCESSNo.,,
U1905,STOP POS.29 PROCESSNo.,,
U1911,STOP POS.30 AGV No,,
U191D,STOP POS.30 PRODUCTION INSTRUCTION,,
U1921,STOP POS.31 AGV No,,
U23D2,10ST CYCLE TIME,,
U2512,14ST CYCLE TIME,,
U2D00,NODE 4 PROCESS INFORMATION,,
U2F00,NODE 12 PROCESS INFORMATION,,
U350A,ADDRESS INPUT EXTENSION11,,
U3516,ADDRESS INPUT EXTENSION23,,
U3523,ADDRESS INPUT TEN-KEY4,,
U352B,ADDRESS INPUT TEN-KEY12,,
U3534,ADDRESS INPUT TEN-KEY21,,
U353C,ADDRESS INPUT TEN-KEY29,,
U3543,ADDRESS INPUT INDIRECT ADDRESS4,,
U354F,ADDRESS INPUT INDIRECT ADDRESS16,,
U3553,ADDRESS INPUT INDIRECT ADDRESS20,,
U3564,ADDRESS INPUT BIT BIT POSITION5,,
U3573,ADDRESS INPUT BIT BIT POSITION20,,
U3592,ROBOT SETTING 3(H:SPECIFICATION L:R/L),,
U359E,ROBOT SETTING 15(H:SPECIFICATION L:R/L),,
U35A7,ROBOT SETTING 24(H:SPECIFICATION L:R/L),,
U35AB,ROBOT SETTING 28(H:SPECIFICATION L:R/L),,
U35B2,ROBOT SETTING 35(H:SPECIFICATION L:R/L),,
U35D2,ADDRESS INPUT INDIRECT ADDRESS3,,
U35E0,ADDRESS INPUT INDIRECT ADDRESS17,,
U35F3,ADDRESS INPUT INDIRECT ADDRESS36,,
U3602,ADDRESS INPUT INDIRECT ADDRESS51,,
U3610,ADDRESS INPUT BIT BIT POSITION1,,
U361A,ADDRESS INPUT BIT BIT POSITION11,,
U3629,ADDRESS INPUT BIT BIT POSITION26,,
U3635,ADDRESS INPUT BIT BIT POSITION38,,
U363B,ADDRESS INPUT BIT BIT POSITION44,,
U3641,ADDRESS INPUT BIT BIT POSITION50,,
U364D,ADDRESS INPUT BIT BIT POSITION62,,
U4086,STOP POS.7ÅÀAGV No. DATA TRANSFER,,
U4094,STOP POS.21ÅÀAGV No. DATA TRANSFER,,
U40AF,STOP POS.16ÅÀ PROCESSNo. DATA TRANSFER,,
U40BB,STOP POS.28ÅÀ PROCESSNo. DATA TRANSFER,,
U40C7,STOP POS.8ÅÀ SECTION No. DATA TRANSFER,,
U4124,STOP POS.3 ENTER PROCESS SETTING SEARCHÅ@DATA,,
U4152,STOP POS.6 START I/L(NO RUNNING),,
U4175,STOP POS.8 ENTER PROCESS SETTING SEARCH AGREEMENT No.,,
U41A8,STOP POS.11 CHG SETTING SEARCHÅ@DATA,,
U41F6,STOP POS.16 LEAVING PROCESS SETTING SEARCHÅ@DATA,,
U4206,STOP POS.17 LEAVING PROCESS SETTING SEARCHÅ@DATA,,
U4219,STOP POS.18 CHG SETTING SEARCH AGREEMENT No.,,
U4228,STOP POS.19 CHG SETTING SEARCHÅ@DATA,,
U4266,STOP POS.23 LEAVING PROCESS SETTING SEARCHÅ@DATA,,
U4280,STOP POS.25 START I/L(ADSENCE),,
U42E0,STOP POS.31 START I/L(ADSENCE),,
U4401,STOP POS.2 ADDLESS JAMP No.,,
U441F,STOP POS.32 ADDLESS JAMP No.,,
U4848,STOP POS.5 START I/L(PRESENCE) SETTING,,
U488E,STOP POS.8 START I/L(RUNNING ) SETTING,,
U4C8E,PROCESS I/L-8 PROCESS ENTER RUNNING,,
U4D20,STOP POS. 16 PROCESS ENTER RUNNING,,
U5004,AGV1 PRODUCTION INSTRUCTION,,
U500E,AGV1 SPARE,,
U5020,AGV3 RUNNING ROUTE/FAULT CODE,,
U504B,AGV5 RUNNING ROUTE,,
U5061,AGV7 AGV No,,
U5075,AGV8 PROCESSNo.,,
U5086,AGV9 WAITAREA ENTER CONDITION,,
U5092,AGV10 CURRENT ADDLESSNo,,
U509E,AGV10 SPARE,,
U50B6,AGV12 WAITAREA ENTER CONDITION,,
U50C0,AGV13 RUNNING ROUTE/FAULT CODE,,
U514E,AGV21 SPARE,,
U5150,AGV22 RUNNING ROUTE/FAULT CODE,,
U5160,AGV23 RUNNING ROUTE/FAULT CODE,,
U5172,AGV24 CURRENT ADDLESSNo,,
U5204,AGV1 ADDLESS*8,,
U5280,AGV9CURRENT ADDLESS-1,,
U52B0,AGV12CURRENT ADDLESS-1,,
U52C8,AGV13 ADDLESS*16,,
U5308,AGV17 ADDLESS*16,,
U5330,AGV20CURRENT ADDLESS-1,,
U5384,AGV25 ADDLESS*8,,
U53A8,AGV27 ADDLESS*16,,
U53B4,AGV28 ADDLESS*8,,
U5418,STOP POS.25 PRESENCEAGV No.,,
U545F,STOP POS.32 RUNNING AGV No.,,
U5486,STOP POS.7 AGV SECTION  ADDLESS,,
U548A,STOP POS.11 AGV SECTION  ADDLESS,,
U5495,STOP POS.22 AGV SECTION  ADDLESS,,
U549D,STOP POS.30 AGV SECTION  ADDLESS,,
U54C2,STOP POS.3 RUNNING AGVCURRENT RUNNING AREA,,
U54D0,STOP POS.17 RUNNING AGVCURRENT RUNNING AREA,,
U5506,STOP POS.1 ëñçsAGV No. *8H,,
U550A,STOP POS.1 ëñçsAGV No. *10H,,
U5510,STOP POS.2 PRESENCEAGV No. -1H,,
U5526,STOP POS.3 ëñçsAGV No. *8H,,
U5584,STOP POS.9 ëñçsAGV No. -1H,,
U55A0,STOP POS.11 PRESENCEAGV No. -1H,,
U55B6,STOP POS.12 ëñçsAGV No. *8H,,
U5640,STOP POS.21 PRESENCEAGV No. -1H,,
U5664,STOP POS.23 ëñçsAGV No. -1H,,
U5698,STOP POS.26 PRESENCE AGV No. *8H,,
U56B6,STOP POS.28 ëñçsAGV No. *8H,,
U56E4,STOP POS.31 ëñçsAGV No. -1H,,
U56EA,STOP POS.31 ëñçsAGV No. *10H,,
U5728,STOP POS.13 STOP AGV No. BIT DEVELOPMENT,,
U5740,STOP POS.25 STOP AGV No. BIT DEVELOPMENT,,
U5752,STOP POS.2 STOP AGV FAULT DISTINCTION,,
U5778,STOP POS.21 STOP AGV FAULT DISTINCTION,,
U57B8,STOP POS.21 STOP AGV ALARM DISTINCTION,,
U5878,STOP POS.16 TRANSFER CAR TYPE INFORMATION(READING),,
U58C8,STOP POS.26 TRANSFER CAR TYPE INFORMATION(READING),,
U58F8,STOP POS.32 TRANSFER CAR TYPE INFORMATION(READING),,
U5A11,STOP POS.18 BUFFER NUMBER COUNT,,
U5A89, PROCESSI/L10 SETTING INFORMATION,,
U5A8E, PROCESSI/L15 SETTING INFORMATION,,
U5AA7, PROCESSI/L8 STOP POSITION No.,,
U5ACF,STOP POS.16 PROCESSENTER SETTING EXISTENCE DATE,,
U5AD6,STOP POS.23 PROCESSENTER SETTING EXISTENCE DATE,,
U5AE0,STOP POS.1 PROCESSLEAVING SETTING EXISTENCE DATE,,
U5AEC,STOP POS.13 PROCESSLEAVING SETTING EXISTENCE DATE,,
U5AF8,STOP POS.25 PROCESSLEAVING SETTING EXISTENCE DATE,,
U5B06,CHG7 USE/NO USE SETTING,,
U5B10,CHG1 CHARGE POINT SETTING,,
U5C0A,STOP POS.11 STOP AGV CONDITION INDICATION,,
U5C18,STOP POS.25 STOP AGV CONDITION INDICATION,,
U5C24,STOP POS.5ÅÀ  RUNNING AGV CONDITION INDICATION,,
U5C2A,STOP POS.11ÅÀ  RUNNING AGV CONDITION INDICATION,,
