P2-K108,CONNECTION 9 OPEN NORMAL,,Y033
GM7EF2,CHG3 CHARGE CYCLE FAULT,,
GM7E08,NO.9 AGV SCREEN DISPLAY USE,,
GM7BD1,STOP POS.27 CHARGE PREPARATIONFS INSTRUCTION,,
GM7BA9,STOP POS.22 CHARGE PREPARATIONFS INSTRUCTION,,
GM7B91,STOP POS.19 CHARGE PREPARATIONFS INSTRUCTION,,
GM7B61,STOP POS.13 CHARGE PREPARATIONFS INSTRUCTION,,
GM7B38,STOP POS.8 CHARGE ARRIVAL,,
GM7B09,STOP POS.2 CHARGE PREPARATIONFS INSTRUCTION,,
GM7AA3,CHG5 CHARGER UNIT HOME POSITION,,
GM7A8A,CHG2 CHARGER COMPLETION,,
GM7A88,CHG2 CHARGE ARRIVAL,,
GM7A3B,CHG8 AGV AUTORUNNING,,
GM7A27,CHG5 CHARGER SETTING EXISTENCE,,
GM79F1,STOP POS.31 AGV START CONDITION,,
GM79ED,USE PROHIBITION,,
GM79E3,STOP POS.29 AGV AUTORUNNING,,
GM79D3,STOP POS.27 AGV AUTORUNNING,,
GM79C7,STOP POS.25 CHARGER SETTING EXISTENCE,,
GM79B0,STOP POS.23 AGV PRESENCE,,
GM79AE,USE PROHIBITION,,
GM7995,USE PROHIBITION,,
GM797B,STOP POS.16 AGV AUTORUNNING,,
GM795A,STOP POS.12 CHARGER CONTACT ON COMP.,,
GM7952,STOP POS.11 CHARGER CONTACT ON COMP.,,
GM7940,STOP POS.9 AGV PRESENCE,,
GM7936,USE PROHIBITION,,
GM792B,STOP POS.6 AGV AUTORUNNING,,
GM7928,STOP POS.6 AGV PRESENCE,,
GM791F,STOP POS.4 CHARGER SETTING EXISTENCE,,
GM7911,STOP POS.3 AGV START CONDITION,,
GM7905,USE PROHIBITION,,
GM78C9,CHG3 START OKOK (GY2*60/GY2*E0),,
GM78A4,CHG2 PROCESS MASTER ON,,
GM7883,CHG1 CHARGER CONNECTOR ON,,
GM7873,CHG8 CHARGER NORMAL INPUT,,
GM7863,CHG7 CHARGER NORMAL INPUT,,
GM7834,CHG4 CHARGER SETTING(MOVABLE EXPRESSION),,
GM7826,CHG3 CHARGER START MEMORY,,
GM780B,CHG1 CHARGER PREPARATIONS COMMAND,,
GM730B,AGV12 TO OWN PROCESS RUNNING DATA UPTAKE,,
GM7301,AGV2 TO OWN PROCESS RUNNING DATA UPTAKE,,
GM721D,CONNECTION 30TRANSMISSION COMMAND(AGV30),,
GM7213,CONNECTION 20TRANSMISSION COMMAND(AGV20),,
GM7203,CONNECTION 4TRANSMISSION COMMAND(AGV4),,
GM7117,AGV24 OWN PROCESSSTOP POS.Õ DATA DATA TRANSFER,,
GM7105,AGV6 OWN PROCESSSTOP POS.Õ DATA DATA TRANSFER,,
GM709C,AGV29 OWN PROCESS,,L289
GM7099,AGV26 OWN PROCESS,,L245
GM7085,AGV6 OWN PROCESS,,L3B0
GM701D,AGV30 TO OWN PROCESS STOP AGV  DATA UPTAKE,,
GM7001,AGV2 TO OWN PROCESS STOP AGV  DATA UPTAKE,,
GM6FF8,P2-AGV TOTAL FAULT,,
GM6DDD,AGV30 RUNNING AREA DISPLAY,,
GM6DD8,AGV25 RUNNING AREA DISPLAY,,
GM6DCB,AGV12 RUNNING AREA DISPLAY,,
GM6D91,AGV18 ST RUNNING,,
GM6D49,AGV10 REMOTE START OK,,
GM6CFC,AGV29 IN-PROCESS,,
GM6CF8,AGV25 IN-PROCESS,,
GM6CEE,AGV15 IN-PROCESS,,
GM6CE9,AGV10 IN-PROCESS,,
GM6C0F,AGV1 DURING WIRELESS WARNING-2,,
GM6B1B,CHG4 CUT OFF (TEMPORARY CUT OFF) DISPLAY,,
GM6B19,CHG2 CUT OFF (TEMPORARY CUT OFF) DISPLAY,,
GM6B03,CHG4 CHARGER CUT OFF,,
GM699D,AGV ALARM 30,,L123
GM695A,STOP POS.27ÅÀ MOVEMENT MEMORY,,
GM6958,STOP POS.25ÅÀ MOVEMENT MEMORY,,
GM693A,STOP POS.27 AGV PRESENCE MEMORY(DESTINATION SELECT),,
GM6922,STOP POS.3 AGV PRESENCE MEMORY(DESTINATION SELECT),,
GM691F,STOP POS.32 AGV PRESENCE MEMORY,,
GM6917,STOP POS.24 AGV PRESENCE MEMORY,,
GM6904,STOP POS.5 AGV PRESENCE MEMORY,,
GM68BE,SP.31 STOP AGV ALARM INDICATION,,L36E
GM68B8,SP.25 STOP AGV ALARM INDICATION,,L2E3
GM6894,SP.21 STOP AGV FAULT INDICATION,,L396
GM688E,SP.15 STOP AGV FAULT INDICATION,,L2FD
GM687D,STOP POS.30 CYCLE TIME COUNT CONDITION,,
GM6878,STOP POS.25 CYCLE TIME COUNT CONDITION,,
GM6855,STOP POS.22 CYCLE TIME OVER,,
GM6849,STOP POS.10 CYCLE TIME OVER,,
GM683D,SP.30 MOVEMENT ALARM INDICATION,,
GM6837,SP.24 MOVEMENT ALARM INDICATION,,
GM6810,SP.17 MOVEMENT FAULT INDICATION,,L12B
GM6806,SP.7 MOVEMENT FAULT INDICATION,,L03D
GM67AF,STOP POS.31 AGV PRESENCE(PROXIMITY),,
GM679D,STOP POS.31 ENTERING COMPLETED,,
GM677A,STOP POS.30 PROCESS AUTORUNNING,,
GM674D,STOP POS.30 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM672F,STOP POS.29 AGV PRESENCE(PROXIMITY),,
GM671B,STOP POS.29 ENTERING OK(NORMAL STARTOK),,
GM6715,STOP POS.29 PREVIOUS STOP POS.ÅÀ ENTERING,,
GM66DA,STOP POS.28 RUN REGULATION,,
GM66D0,STOP POS.28 AGV PRESENCE,,
GM66AF,STOP POS.27 AGV PRESENCE(PROXIMITY),,
GM669D,STOP POS.27 ENTERING COMPLETED,,
GM6691,STOP POS.27 AGV PRESENCE MEMORY,,
GM6650,STOP POS.26 AGV PRESENCE,,
GM662F,STOP POS.25 AGV PRESENCE(PROXIMITY),,
GM6615,STOP POS.25 PREVIOUS STOP POS.ÅÀ ENTERING,,
GM65E4,STOP POS.24 LOADING OK,,
GM65DF,STOP POS.24 BUFFER NUMBER UPPER LIMIT,,
GM65D7,STOP POS.24 STANDARD OUTSIDE START CONDITION,,
GM65C4,STOP POS.24 START I/L(NO RUNNING),,
GM6598,STOP POS.23 AGV START CONDITION,,
GM6564,STOP POS.22 LOADING OK,,
GM655C,STOP POS.22 ENTERING OK(DESTINATION INSTRUCTIONS STARTOK),,
GM6552,STOP POS.22 RUNNING STOP CONFIRM,,
GM6540,STOP POS.22 SECTION AGV PRESENCE,,
GM6515,STOP POS.21 PREVIOUS STOP POS.ÅÀ ENTERING,,
GM64D1,STOP POS.20 AGV PRESENCE MEMORY,,
GM64C2,STOP POS.20 PRESENCE MEMORY RESET,,
GM6499,STOP POS.19 OUTSIDE START CONDITION,,
GM6440,STOP POS.18 SECTION AGV PRESENCE,,
GM6428,STOP POS.17 TO AGV NO INTERFERENCE,,
GM641F,STOP POS.17 BUFFER NUMBER UPPER LIMIT,,
GM6403,STOP POS.17 START I/L(ADSENCE),,
GM63DD,STOP POS.16 ENTERING COMPLETED,,
GM63CC,STOP POS.16 PROCESS LEAVING SETTING(I/L8 OR LESS),,
GM63C2,STOP POS.16 PRESENCE MEMORY RESET,,
GM639B,STOP POS.15 ENTERING OK(NORMAL STARTOK),,
GM638B,STOP POS.15 PROCESS ENTER SETTING(I/L8 OR MORE),,
GM6352,STOP POS.14 RUNNING STOP CONFIRM,,
GM6344,STOP POS.14 START I/L(NO RUNNING),,
GM6317,STOP POS.13 STANDARD OUTSIDE START CONDITION,,
GM62D4,STOP POS.12 NEXT STOP POS.(BUFFER COUNT RESET),,
GM62C2,STOP POS.12 PRESENCE MEMORY RESET,,
GM62B4,STOP POS.11 AGV ENTER OK,,
GM62A5,STOP POS.11 AGV LEAVING OK,,
GM629F,STOP POS.11 BUFFER NUMBER UPPER LIMIT,,
GM6248,STOP POS.10ÅÀ MOVEMENT MEMORY RESET,,
GM623A,STOP POS.9 PROCESS AUTORUNNING,,
GM61D3,STOP POS.8 BUFFER SETTING EXISTENCE,,
GM61C6,STOP POS.8 PROCESS LEAVING SETTING EXISTENCE,,
GM6197,STOP POS.7 STANDARD OUTSIDE START CONDITION,,
GM615A,STOP POS.6 RUN REGULATION,,
GM6146,STOP POS.6 PROCESS LEAVING SETTING EXISTENCE,,
GM613A,STOP POS.5 PROCESS AUTORUNNING,,
GM6124,STOP POS.5 LOADING OK,,
GM60C4,STOP POS.4 START I/L(NO RUNNING),,
GM60A1,STOP POS.3 BUFFER NUMBER LOWER LIMIT,,
GM6053,STOP POS.2 BUFFER SETTING EXISTENCE,,
GM6044,STOP POS.2 START I/L(NO RUNNING),,
GM602F,STOP POS.1 AGV PRESENCE(PROXIMITY),,
GM601C,STOP POS.1 ENTERING OK(DESTINATION INSTRUCTIONS STARTOK),,
GM6014,STOP POS.1 NEXT STOP POS.(BUFFER COUNT RESET),,
GM600B,STOP POS.1 PROCESS ENTER SETTING(I/L8 OR MORE),,
GM6003,STOP POS.1 START I/L(ADSENCE),,
GM31C0,UB-MB-AGV INTERSECTION APPROACH ENABLE(TO UB-MAIN),,
GMFAF9,SAFETY FAULT NOT SPECIFIED 42,,
GMFAED,SAFETY FAULT NOT SPECIFIED 30,,
GMFAE7,SAFETY FAULT NOT SPECIFIED 24,,
GMFAC0,13ST SAFETY PLC FAULT 1,,
GMFAB6,12ST SAFETY PLC FAULT 7,,
GMFA9F,10ST SAFETY PLC FAULT 16,,
GMFA98,10ST SAFETY PLC FAULT 9,,
GMFA7B,8ST SAFETY PLC FAULT 12,,
GMFA75,8ST SAFETY PLC FAULT 6,,
GMFA61,7ST SAFETY PLC FAULT 2,,
GMFA30,4ST SAFETY PLC FAULT 1,,
GMFA2A,3ST SAFETY PLC FAULT 11,,
GMFA26,3ST SAFETY PLC FAULT 7,,
GMFA15,2ST SAFETY PLC FAULT 6,,
GMFA06,1ST SAFETY PLC FAULT 7,,
GMF9ED,MAIN SAFETY PLC FAULT 46,,
GMF9E7,MAIN SAFETY PLC FAULT 40,,
GMF9C0,SAFETY PLC RUN,,
GMF9B6,OTHER FAULT SPARE 23,,
GMF99D,FAULT SCREEN FAULT 5E6,,
GMF999,FAULT SCREEN FAULT 5E2,,
GMF975,FAULT SCREEN FAULT 4D6,,
GMF96D,FAULT SCREEN FAULT 4C6,,
GMF961,FAULT SCREEN FAULT 4B2,,
GMF93A,FAULT SCREEN FAULT 2E3,,
GMF920,FAULT SCREEN FAULT 2B1,,
GMF91F,FAULT SCREEN FAULT 1E8,,
GMF915,EMERGENCY STOP  FROM PRE PROCESS,,
GMF8F2,SAFETY PLC FAULT,,
GMF8D9,FAULT SPARE 58,,
GMF8C7,FAULT SPARE 40,,
GMF8B5,FAULT SPARE 22,,
GMF890,R/B FAULT SPARE 17,,
GMF886,R/B FAULT SPARE 7,,
GMF87F,R/B-32 FAULT,,
GMF875,R/B-22 FAULT,,
GMF851,COMMUNICATION ALARM SPARE 50,,
GMF84B,COMMUNICATION ALARM SPARE 44,,
GMF83F,P3-L8 COMMUNICATION ALARM,,
GMF828,COMMUNICATION ALARM SPARE 9,,
GMFF60,6ST SAFETY PLC FAULT,,
GMFECD,SHORT ALARM 30,,
GMFEC3,SHORT ALARM 20,,
GMFEAD,R/B STEP UP CONPLETE SPARE,,
GMFEA9,R/B STEP UP CONPLETE SPARE,,
GMFE9B,R/B STEP UP CONPLETE SPARE,,
GMFE95,R/B STEP UP CONPLETE SPARE,,
GMFE8B,R/B-28 STEP UP CONPLETE,,
GMFE81,R/B-18 STEP UP CONPLETE,,
GMFE7A,R/B-11 STEP UP CONPLETE,,
GMFE5A,ALARM DISPLAY PL43,,
GMFE46,ALARM DISPLAY PL17,,
GMFE2E,R/B ALARM SPARE,,
GMFE29,R/B ALARM SPARE,,
GMFE17,R/B-24 ALARM,,
GMFE0D,R/B-14 ALARM,,
GMFE05,R/B-6 ALARM,,
GMFC1D,AGV30 WIRELESS COMMUNICATION FAULT,,
GMFC13,AGV20 WIRELESS COMMUNICATION FAULT,,
GM7FFE,AGV USE SETTING  TO OWN PROCESS,,
GM7FF2,CHG3 BATTERY CHARGER FAULT,,
GM7FE1,PROCESS I/L-2 AGV DOCKING FAULT,,
GM7FDE,STOP POS.31 SCREEN DISPLAY USE,,
GM7FBF,MAUNAL SELECT CONDITION64,,
GM7FB5,MAUNAL SELECT CONDITION54,,
GM7FA0,MAUNAL SELECT CONDITION33,,
GM7F89,MAUNAL SELECT CONDITION10,,
GM7F7D,STATION 31 MOVEMENT MEMORY SET DISPLAY,,
GM7F67,STATION 20 MOVEMENT MEMORY SET DISPLAY,,
GM7F47,STATION 4 MOVEMENT MEMORY SET DISPLAY,,
GM7F3D,STATION 31 MOVEMENT MEMORY RESET DISPLAY,,
GM7F35,STATION 27 MOVEMENT MEMORY RESET DISPLAY,,
GM7F29,STATION 21 MOVEMENT MEMORY RESET DISPLAY,,
GM7F17,STATION 12 MOVEMENT MEMORY RESET DISPLAY,,
GM7EF1,CHG2 CHARGE CYCLE FAULT,,
GM7E0E,NO.15 AGV SCREEN DISPLAY USE,,
GM7BFA,STOP POS.32 CHARGER COMPLETION,,
GM7BC3,STOP POS.25 CHARGER UNIT HOME POSITION,,
GM7BA8,STOP POS.22 CHARGE ARRIVAL,,
GM7B90,STOP POS.19 CHARGE ARRIVAL,,
GM7B82,STOP POS.17 CHARGER COMPLETION,,
GM7B62,STOP POS.13 CHARGER COMPLETION,,
GM7B5B,STOP POS.12 CHARGER UNIT HOME POSITION,,
GM7B4B,STOP POS.10 CHARGER UNIT HOME POSITION,,
GM7AAA,CHG6 CHARGER COMPLETION,,
GM7AA0,CHG5 CHARGE ARRIVAL,,
GM7A98,CHG4 CHARGE ARRIVAL,,
GM7A3C,CHG8 START OKOK,,
GM7A30,CHG7 AGV PRESENCE,,
GM7A1F,CHG4 CHARGER SETTING EXISTENCE,,
GM79F0,STOP POS.31 AGV PRESENCE,,
GM79EE,USE PROHIBITION,,
GM79E0,STOP POS.29 AGV PRESENCE,,
GM79D2,STOP POS.27 CHARGER CONTACT ON COMP.,,
GM79C8,STOP POS.26 AGV PRESENCE,,
GM79B7,STOP POS.23 CHARGER SETTING EXISTENCE,,
GM79AB,STOP POS.22 AGV AUTORUNNING,,
GM7992,STOP POS.19 CHARGER CONTACT ON COMP.,,
GM797C,STOP POS.16 START OKOK,,
GM7969,STOP POS.14 AGV START CONDITION,,
GM795F,STOP POS.12 CHARGER SETTING EXISTENCE,,
GM7953,STOP POS.11 AGV AUTORUNNING,,
GM7943,STOP POS.9 AGV AUTORUNNING,,
GM7937,STOP POS.7 CHARGER SETTING EXISTENCE,,
GM792A,STOP POS.6 CHARGER CONTACT ON COMP.,,
GM790A,STOP POS.2 CHARGER CONTACT ON COMP.,,
GM7904,STOP POS.1 START OKOK,,
GM78EA,CHG4 AGV START CONDITION (GM6*18/GM6*58/GM6*98/GM6*D8),,
GM78CA,CHG3 AGV START CONDITION (GM6*18/GM6*58/GM6*98/GM6*D8),,
GM78C8,CHG3 CHARGER SETTING EXISTENCE,,
GM788A,CHG1 AGV START CONDITION (GM6*18/GM6*58/GM6*98/GM6*D8),,
GM7884,CHG1 PROCESS MASTER ON,,
GM7872,CHG8 CHARGER COMPLETED INPUT,,
GM7860,CHG7 AGV CONTACT NORMAL,,
GM780C,CHG1 CHARGER COMMAND,,
GM7808,CHG1 CHARGER CONDITION,,
GM730A,AGV11 TO OWN PROCESS RUNNING DATA UPTAKE,,
GM7300,AGV1 TO OWN PROCESS RUNNING DATA UPTAKE,,
GM7212,CONNECTION 19TRANSMISSION COMMAND(AGV19),,
GM7200,CONNECTION 1TRANSMISSION COMMAND(AGV1),,
GM711A,AGV27 OWN PROCESSSTOP POS.Õ DATA DATA TRANSFER,,
GM7114,AGV21 OWN PROCESSSTOP POS.Õ DATA DATA TRANSFER,,
GM7104,AGV5 OWN PROCESSSTOP POS.Õ DATA DATA TRANSFER,,
GM709B,AGV28 OWN PROCESS,,L278
GM7098,AGV25 OWN PROCESS,,L22D
GM7086,AGV7 OWN PROCESS,,L3BA
GM7002,AGV3 TO OWN PROCESS STOP AGV  DATA UPTAKE,,
GM6DCC,AGV13 RUNNING AREA DISPLAY,,
GM6DC8,AGV9 RUNNING AREA DISPLAY,,
GM6D92,AGV19 ST RUNNING,,
GM6D4F,AGV16 REMOTE START OK,,
GM6D48,AGV9 REMOTE START OK,,
GM6CF9,AGV26 IN-PROCESS,,
GM6CED,AGV14 IN-PROCESS,,
GM6CE8,AGV9 IN-PROCESS,,
GM6C7C,STOP POS.29 DESTINATION INSTRUCTIONS,,
GM6C68,STOP POS.9 DESTINATION INSTRUCTIONS,,
GM6C59,STOP POS.26 START OK,,
GM6C00,AGV AMONG MAIN BODY HETEROLOGY,,
GM6B1C,CHG5 CUT OFF (TEMPORARY CUT OFF) DISPLAY,,
GM6B16,CHG7 CUT OFF (TEMPORARY CUT OFF),,
GM6B02,CHG3 CHARGER CUT OFF,,
GM6A02,AGV SETTING DISPLAY INDICATION(STOP POS.17-24 SETTING),,
GM6988,AGV ALARM 9,,L2ED
GM694D,STOP POS.14ÅÀ MOVEMENT MEMORY,,
GM6948,STOP POS.9ÅÀ MOVEMENT MEMORY,,
GM692D,STOP POS.14 AGV PRESENCE MEMORY(DESTINATION SELECT),,
GM6923,STOP POS.4 AGV PRESENCE MEMORY(DESTINATION SELECT),,
GM691A,STOP POS.27 AGV PRESENCE MEMORY,,
GM6916,STOP POS.23 AGV PRESENCE MEMORY,,
GM690D,STOP POS.14 AGV PRESENCE MEMORY,,
GM6905,STOP POS.6 AGV PRESENCE MEMORY,,
GM68BD,SP.30 STOP AGV ALARM INDICATION,,L364
GM6895,SP.22 STOP AGV FAULT INDICATION,,L3D0
GM688D,SP.14 STOP AGV FAULT INDICATION,,L2F3
GM6889,SP.10 STOP AGV FAULT INDICATION,,L25D
GM687E,STOP POS.31 CYCLE TIME COUNT CONDITION,,
GM6879,STOP POS.26 CYCLE TIME COUNT CONDITION,,
GM6865,STOP POS.6 CYCLE TIME COUNT CONDITION,,
GM6856,STOP POS.23 CYCLE TIME OVER,,
GM6848,STOP POS.9 CYCLE TIME OVER,,
GM683E,SP.31 MOVEMENT ALARM INDICATION,,
GM6834,SP.21 MOVEMENT ALARM INDICATION,,
GM682C,SP.13 MOVEMENT ALARM INDICATION,,L385
GM6811,SP.18 MOVEMENT FAULT INDICATION,,L132
GM680F,SP.16 MOVEMENT FAULT INDICATION,,L121
GM6805,SP.6 MOVEMENT FAULT INDICATION,,L033
GM67E1,STOP POS.32 BUFFER NUMBER LOWER LIMIT,,
GM67C8,STOP POS.32ÅÀ MOVEMENT MEMORY RESET,,
GM679C,STOP POS.31 ENTERING OK(DESTINATION INSTRUCTIONS STARTOK),,
GM6799,STOP POS.31 OUTSIDE START CONDITION,,
GM6753,STOP POS.30 BUFFER SETTING EXISTENCE,,
GM673A,STOP POS.29 PROCESS AUTORUNNING,,
GM671A,STOP POS.29 RUN REGULATION,,
GM6714,STOP POS.29 NEXT STOP POS.(BUFFER COUNT RESET),,
GM66D3,STOP POS.28 BUFFER SETTING EXISTENCE,,
GM66BA,STOP POS.27 PROCESS AUTORUNNING,,
GM66B4,STOP POS.27 AGV ENTER OK,,
GM669E,STOP POS.27 LEAVING COMPLETED,,
GM6696,STOP POS.27 MOVEMENT MEMORY SETTING OK(BUFFER SETTEING),,
GM6661,STOP POS.26 BUFFER NUMBER LOWER LIMIT,,
GM6651,STOP POS.26 AGV PRESENCE MEMORY,,
GM664D,STOP POS.26 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM6634,STOP POS.25 AGV ENTER OK,,
GM6608,STOP POS.25ÅÀ MOVEMENT MEMORY RESET,,
GM65EF,STOP POS.24 AGV PRESENCE(PROXIMITY),,
GM65D4,STOP POS.24 NEXT STOP POS.(BUFFER COUNT RESET),,
GM6588,STOP POS.23ÅÀ MOVEMENT MEMORY RESET,,
GM6565,STOP POS.22 AGV LEAVING OK,,
GM655B,STOP POS.22 ENTERING OK(NORMAL STARTOK),,
GM654B,STOP POS.22 PROCESS ENTER SETTING(I/L8 OR MORE),,
GM6541,STOP POS.22 NEXT STOP POS. OTHER PROCESS,,
GM6528,STOP POS.21 TO AGV NO INTERFERENCE,,
GM6514,STOP POS.21 NEXT STOP POS.(BUFFER COUNT RESET),,
GM64D0,STOP POS.20 AGV PRESENCE,,
GM64CD,STOP POS.20 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM64C3,STOP POS.20 START I/L(ADSENCE),,
GM6447,STOP POS.18 CHARGER SETTING EXISTENCE,,
GM6414,STOP POS.17 NEXT STOP POS.(BUFFER COUNT RESET),,
GM6402,STOP POS.17 PRESENCE MEMORY RESET,,
GM63DE,STOP POS.16 LEAVING COMPLETED,,
GM63D4,STOP POS.16 NEXT STOP POS.(BUFFER COUNT RESET),,
GM63CB,STOP POS.16 PROCESS ENTER SETTING(I/L8 OR MORE),,
GM63C5,STOP POS.16 PROCESS ENTER SETTING EXISTENCE,,
GM639A,STOP POS.15 RUN REGULATION,,
GM638C,STOP POS.15 PROCESS LEAVING SETTING(I/L8 OR LESS),,
GM6351,STOP POS.14 AGV PRESENCE MEMORY,,
GM6345,STOP POS.14 PROCESS ENTER SETTING EXISTENCE,,
GM632A,STOP POS.13 PROCESS AUTORUNNING,,
GM631C,STOP POS.13 ENTERING OK(DESTINATION INSTRUCTIONS STARTOK),,
GM6316,STOP POS.13Å MOVEMENT MEMORY SETTING OK(BUFFER SETTEING),,
GM6300,STOP POS.13 SECTION AGV PRESENCE,,
GM62D7,STOP POS.12 STANDARD OUTSIDE START CONDITION,,
GM62C3,STOP POS.12 START I/L(ADSENCE),,
GM628A,STOP POS.11 PROCESS ENTER SETTING(I/L8 OR LESS),,
GM6288,STOP POS.11ÅÀ MOVEMENT MEMORY RESET,,
GM6274,STOP POS.10 AGV ENTER OK,,
GM624D,STOP POS.10 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM620F,STOP POS.9 SECTION AGV PRESENCE(RUNNING),,
GM61E8,STOP POS.8 TO AGV NO INTERFERENCE,,
GM61D0,STOP POS.8 AGV PRESENCE,,
GM61CF,STOP POS.8 SECTION AGV PRESENCE(RUNNING),,
GM61C5,STOP POS.8 PROCESS ENTER SETTING EXISTENCE,,
GM6196,STOP POS.7Å MOVEMENT MEMORY SETTING OK(BUFFER SETTEING),,
GM614D,STOP POS.6 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM6147,STOP POS.6 CHARGER SETTING EXISTENCE,,
GM6125,STOP POS.5 AGV LEAVING OK,,
GM610D,STOP POS.5 PROCESS LEAVING SETTING(I/L8 OR MORE),,
GM6108,STOP POS.5ÅÀ MOVEMENT MEMORY RESET,,
GM60F4,STOP POS.4 AGV ENTER OK,,
GM60E1,STOP POS.4 BUFFER NUMBER LOWER LIMIT,,
GM60CB,STOP POS.4 PROCESS ENTER SETTING(I/L8 OR MORE),,
GM60C5,STOP POS.4 PROCESS ENTER SETTING EXISTENCE,,
GM6098,STOP POS.3 AGV START CONDITION,,
GM608C,STOP POS.3 PROCESS LEAVING SETTING(I/L8 OR LESS),,
GM606F,STOP POS.2 AGV PRESENCE(PROXIMITY),,
GM6061,STOP POS.2 BUFFER NUMBER LOWER LIMIT,,
GM6043,STOP POS.2 START I/L(ADSENCE),,
GM601D,STOP POS.1 ENTERING COMPLETED,,
GM6015,STOP POS.1 PREVIOUS STOP POS.ÅÀ ENTERING,,
GM600A,STOP POS.1 PROCESS ENTER SETTING(I/L8 OR LESS),,
GM6002,STOP POS.1 PRESENCE MEMORY RESET,,
GMFAFA,SAFETY FAULT NOT SPECIFIED 43,,
GMFAE6,SAFETY FAULT NOT SPECIFIED 23,,
GMFADA,SAFETY FAULT NOT SPECIFIED 11,,
GMFAB7,12ST SAFETY PLC FAULT 8,,
GMFAAE,11ST SAFETY PLC FAULT 15,,
GMFA9A,10ST SAFETY PLC FAULT 11,,
GMFA7A,8ST SAFETY PLC FAULT 11,,
GMFA74,8ST SAFETY PLC FAULT 5,,
GMFA62,7ST SAFETY PLC FAULT 3,,
GMFA2B,3ST SAFETY PLC FAULT 12,,
GMFA27,3ST SAFETY PLC FAULT 8,,
GMFA14,2ST SAFETY PLC FAULT 5,,
GMFA07,1ST SAFETY PLC FAULT 8,,
GMF9F0,MAIN SAFETY PLC FAULT 49,,
GMF9E6,MAIN SAFETY PLC FAULT 39,,
GMF9DA,MAIN SAFETY PLC FAULT 27,,
GMF9B7,OTHER FAULT SPARE 24,,
GMF998,FAULT SCREEN FAULT 5E1,,
GMF974,FAULT SCREEN FAULT 4D5,,
GMF96E,FAULT SCREEN FAULT 4C7,,
GMF962,FAULT SCREEN FAULT 4B3,,
GMF951,FAULT SCREEN FAULT 3D2,,
GMF94D,FAULT SCREEN FAULT 3C6,,
GMF92D,FAULT SCREEN FAULT 2C6,,
GMF921,FAULT SCREEN FAULT 2B2,,
GMF91A,AGV BAY 1A <-> UBT STA1 LIGHT CURTAIN STOP <LS1-1>,,
GMF914,FAULT SCREEN FAULT 1D5,,
GMF8EA,FAULT SPARE 75,,
GMF8D8,FAULT SPARE 57,,
GMF8CA,FAULT SPARE 43,,
GMF8C4,FAULT SPARE 37,,
GMF8B4,FAULT SPARE 21,,
GMF8A8,FAULT SPARE 9,,
GMF891,R/B FAULT SPARE 18,,
GMF88F,R/B FAULT SPARE 16,,
GMF885,R/B FAULT SPARE 6,,
GMF869,R/B-10 FAULT,,
GMF852,COMMUNICATION ALARM SPARE 51,,
GMF84A,COMMUNICATION ALARM SPARE 43,,
GMF838,P3-L1 COMMUNICATION ALARM,,
GMF82A,COMMUNICATION ALARM SPARE 11,,
GMFF20,2ST SAFETY PLC FAULT,,
GMFF10,1ST SAFETY PLC FAULT,,
GMFEC2,SHORT ALARM 19,,
GMFEBA,SHORT ALARM 11,,
GMFEA8,R/B STEP UP CONPLETE SPARE,,
GMFE9E,R/B STEP UP CONPLETE SPARE,,
GMFE94,R/B STEP UP CONPLETE SPARE,,
GMFE8C,R/B-29 STEP UP CONPLETE,,
GMFE77,R/B-8 STEP UP CONPLETE,,
GMFE6D,ALARM PL SPARE,,
GMFE68,ALARM PL SPARE,,
GMFE47,ALARM DISPLAY PL18,,
GMFE2F,R/B ALARM SPARE,,
GMFE16,R/B-23 ALARM,,
GMFE0E,R/B-15 ALARM,,
GMFE02,R/B-3 ALARM,,
GMFC12,AGV19 WIRELESS COMMUNICATION FAULT,,
GMFC0A,AGV11 WIRELESS COMMUNICATION FAULT,,
GM7FFF,SETTING OK,,
GM7FF3,CHG4 BATTERY CHARGER FAULT,,
GM7FEC,PROCESS I/L-13 AGV DOCKING FAULT,,
GM7FE0,PROCESS I/L-1 AGV DOCKING FAULT,,
GM7FC9,STOP POS.10 SCREEN DISPLAY USE,,
GM7FB6,MAUNAL SELECT CONDITION55,,
GM7FA3,MAUNAL SELECT CONDITION36,,
GM7F8F,MAUNAL SELECT CONDITION16,,
GM7F7C,STOP POS.31 AGV PRESENCE MEMORY SET DISPLAY,,
GM7F60,STOP POS.17 AGV PRESENCE MEMORY SET DISPLAY,,
GM7F4A,STOP POS.6 AGV PRESENCE MEMORY SET DISPLAY,,
GM7F44,STOP POS.3 AGV PRESENCE MEMORY SET DISPLAY,,
GM7F34,STOP POS.27 AGV PRESENCE MEMORY RESET DISPLAY,,
GM7F16,STOP POS.12 AGV PRESENCE MEMORY RESET DISPLAY,,
GM7EF0,CHG1 CHARGE CYCLE FAULT,,
GM7E18,NO.25 AGV SCREEN DISPLAY USE,,
GM7E0D,NO.14 AGV SCREEN DISPLAY USE,,
